action_id,plan_id,stage,scan_id,reason,original_rel_path,duplicate_rel_path,duplicate_abs_path,quarantine_rel_path,size,content_hash,status,created_at
PLAN-strict-20260518-130235-000072,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/11-chapter-06-survival-mode-love.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/11-chapter-06-survival-mode-love.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\11-chapter-06-survival-mode-love.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/11-chapter-06-survival-mode-love.md,4061,5a90a58d78e841e874a73150e4fb6b251c3ce304ec2d0448c804981c373dfe6f,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000073,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2099.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2099.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2099.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2099.jpeg,3734251,5cb93760f3147544a5eb61c3200d0cf0b4fba7d71c38b8ecd9604f163826b54e,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000074,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,"30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/02 How I Work Focus, Flow, Boundaries.md","30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/02 How I Work Focus, Flow, Boundaries.md","G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\02 How I Work Focus, Flow, Boundaries.md","_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/02 How I Work Focus, Flow, Boundaries.md",2687,5d7622d18c6e38ea7da18afd923a5e7496b2034be955498dfb1d975c6760f74a,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000075,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2071.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2071.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2071.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2071.jpeg,4021860,5d95ecca133f6bc1f3c3ed69a50684b22478c3935f95fa0b794fc69e44bf8149,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000076,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/09-ELEVENREADER-UPLOAD-GUIDE.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/09-ELEVENREADER-UPLOAD-GUIDE.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\09-ELEVENREADER-UPLOAD-GUIDE.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/09-ELEVENREADER-UPLOAD-GUIDE.md,6115,5de4fab363714cfb2aca14d3e9837a3f235e6380c7fb2f1af95287076e57fd8e,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000077,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/05-introduction.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/05-introduction.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\05-introduction.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/05-introduction.md,2449,5fdf2d3b1c575da7a86cd27471da1243aa736c06859754ba38c4e22a6681fbaa,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000078,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2053.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2053.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2053.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2053.jpeg,4200279,62aa30bf565c717e5a1a444e3482b1f20adea76a261be4f98537584d3b8af297,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000079,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/publishing/01-KDP-METADATA.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/01-KDP-METADATA.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\publishing\01-KDP-METADATA.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/publishing/01-KDP-METADATA.md,2878,6834ae5a85c54c61e5a7437189c3860d478fd9eddd9d81d5c44de29b880fa233,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000080,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/docs/outline.csv,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/docs/outline.csv,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\docs\outline.csv,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/docs/outline.csv,3248,68df70f34f053834425bb3d8f4280967da057094999a9fa0693ebee4e51c6224,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000081,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2038.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2038.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2038.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2038.jpeg,4074242,6cc6db0e5cf57540db337450a7c846d041e0319b98bd64003fe3b257e7a80ff6,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000082,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2086.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2086.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2086.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2086.jpeg,3376997,6e70abc64793b9b5eff4ce7116ca009e277f169a5f8486b9ab5bf5571dc36de6,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000083,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-PLAINTEXT.txt,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-PLAINTEXT.txt,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export\Silence-Isnt-Distance-PLAINTEXT.txt,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-PLAINTEXT.txt,85436,6e95886e13e1b11d1c72c986941a75e48b1a24d557ebb547a74f31e5e8ee7a64,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000084,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/02-dedication.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/02-dedication.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\02-dedication.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/02-dedication.md,435,716c4840f89b8572bd83b016d2c244385029bca4704fbff7e62941f022834533,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000085,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/02a-content-considerations.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/02a-content-considerations.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\02a-content-considerations.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/02a-content-considerations.md,752,7193cb6dab8d2f27cb0c2f5b3344ecfcf7295760789a8e767d0feeb80dd989af,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000086,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/Building Systems for Neurodivergent Minds.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/Building Systems for Neurodivergent Minds.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\Building Systems for Neurodivergent Minds.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/Building Systems for Neurodivergent Minds.md,3329,72337a346bab3e7a8b6bdf72f133b693f385f220292a2cfb5a6fca7214599cea,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000087,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2061.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2061.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2061.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2061.jpeg,4505903,7520e4e93dda41792e11ff4fdf66c6d26dc4a75b25fce28c63e88d78e5c700cd,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000088,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2049.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2049.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2049.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2049.jpeg,4114870,77665fc8876b28690aa7552b0bf1334f9bb4c4ab95be4ac078cfcf2644015a0d,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000089,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/book.yml,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/book.yml,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\book.yml,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/book.yml,248,78b21ecb66d3d3caac4f49a4a9e7dbe16bfd1e710eb992c8b87b5a09d6cccb91,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000090,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2078.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2078.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2078.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2078.jpeg,3744929,7a3bd7d552487a7af442bd6e5a3bcc4154b9db2b73a200df19855a1798f3ecda,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000091,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2037.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2037.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2037.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2037.jpeg,4059686,7da34ecc8490b3035a37e2948d81158145e84dce3fe20cb9b7d83b490dd7b3db,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000092,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/assets/og-image-default.png,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/assets/og-image-default.png,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\assets\og-image-default.png,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/assets/og-image-default.png,1035816,7dc69a85222c89d0e1aa58462e4501546ae13ac6118d1add5c032362606eaa81,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000093,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/the-onion-effect/README.md,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/README.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\the-onion-effect\README.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/README.md,1913,8054c703bc3a6db069238bcb54be06a4b567d62837b1dc3526ac06e687f4edaa,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000094,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,"30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/08 When I Struggle Overwhelm, Shutdown, Recovery.md","30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/08 When I Struggle Overwhelm, Shutdown, Recovery.md","G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\08 When I Struggle Overwhelm, Shutdown, Recovery.md","_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/08 When I Struggle Overwhelm, Shutdown, Recovery.md",2200,82d869af2c5c5885e4c34bdfe1aa3bc0da4a573f6c320fee4c51083373ade70e,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000095,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-READING-MODE.txt,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-READING-MODE.txt,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export\Silence-Isnt-Distance-READING-MODE.txt,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export/Silence-Isnt-Distance-READING-MODE.txt,80573,83c75124059c0556eeee61b564a0cac655eda9598189511f8cc8ad137cd1704e,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000096,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2056.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2056.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2056.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2056.jpeg,3923478,852f5c8b5fd1f6158f278d40c6d3fbe8e0073619e582f0013381372084c75e67,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000097,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/QSaysIt-Docs/the-onion-effect/04_masking-fatigue-work.md,30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/04_masking-fatigue-work.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\QSaysIt-Docs\the-onion-effect\04_masking-fatigue-work.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/QSaysIt-Docs/the-onion-effect/04_masking-fatigue-work.md,2457,8678b20ef7bd5b1f223fded01aed9b781b8d0f508707f26ddc5b33a28572b76c,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000098,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2047.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2047.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2047.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2047.jpeg,4096821,88770c46c9799268d84b1c0b45ce70cab5fb168ea1f3f9022c2d09d22dd34b7f,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000099,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2030.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2030.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2030.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2030.jpeg,3725197,8a238a52f3aada223c78286ea8969f0a1a4057060cd6d917f06feb5377e9ba9c,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000100,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-mirrors-between/0_Mirrors-Between-Us_Loving-Disclaimer-and-Purpose.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-mirrors-between/0_Mirrors-Between-Us_Loving-Disclaimer-and-Purpose.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-mirrors-between\0_Mirrors-Between-Us_Loving-Disclaimer-and-Purpose.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-mirrors-between/0_Mirrors-Between-Us_Loving-Disclaimer-and-Purpose.md,10420,8b95833325ecb681937014156e565f736140e17baf6a6fff746c873b657b35dc,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000101,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/QsManual-to-me/01 who i am core identity & values.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/01 who i am core identity & values.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\QsManual-to-me\01 who i am core identity & values.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/QsManual-to-me/01 who i am core identity & values.md,10728,8df14f0e4661790b66b38c64be7790d20e79902b6e00328698ad103e8c9a0f61,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000102,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2052.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2052.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2052.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2052.jpeg,4042641,9139891ba98fb760498fb32aefc3f4bf78c83efa99fc4a6567e25814f5f601ce,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000103,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/The QiAlly Manifesto/_QiSuite CFO OS.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/The QiAlly Manifesto/_QiSuite CFO OS.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\The QiAlly Manifesto\_QiSuite CFO OS.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/The QiAlly Manifesto/_QiSuite CFO OS.md,130,94075d8f7e214967c354c0bf116212abb29c46cd5d9e2b06d8411843568388e0,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000104,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/README.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/README.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\README.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/README.md,19931,960591ab834ec157a351c017297b811a7f1e0e891db92256ff67663fabe1c39c,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000105,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/18-chapter-13-emotional-bandwidth.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/18-chapter-13-emotional-bandwidth.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\18-chapter-13-emotional-bandwidth.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/18-chapter-13-emotional-bandwidth.md,3019,9740d8f39359cf3b798e96c513d981f5b19f5443e165278d75c7c81ee1d87791,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000106,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-stripping/IMG_2020.jpeg,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2020.jpeg,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-stripping\IMG_2020.jpeg,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-stripping/IMG_2020.jpeg,3193709,9b019f9a65fa8ec4dd9e57f72ba549b43a34648b28bff1aae539bee5d3bec20d,planned,2026-05-18T18:02:35+00:00
PLAN-strict-20260518-130235-000107,PLAN-strict-20260518-130235,strict,SCAN-20260518-123600,same file name + same size + same content hash,30_pending_review/from_10_flow_10_workbench/qistory/qistory-silence-isnt-distance/export-ready/12-chapter-07-overfunctioning.md,30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/12-chapter-07-overfunctioning.md,G:\My Drive\QiNexus\00_inbox\30_pending_review\from_10_flow_10_workbench\creastive\qistory\qistory-silence-isnt-distance\export-ready\12-chapter-07-overfunctioning.md,_QIDEDUPE_QUARANTINE/strict/30_pending_review/from_10_flow_10_workbench/creastive/qistory/qistory-silence-isnt-distance/export-ready/12-chapter-07-overfunctioning.md,3956,9cadc521360a6492a11d57d6604e6598edf4271ee72126f0e6e36f5bb76903a4,planned,2026-05-18T18:02:35+00:00
